Property_ID,Location_City,Location_District,Listing_Date,Property_Type,Square_Footage,Bedrooms,Bathrooms,Year_Built,Build_Quality_Rating,Nearby_Amenities_Score,Market_Trend_Index,Sale_Price_GBP,Agent_Commission_Percentage,Days_On_Market,Transaction_Type,Revenue_Activity,Revenue_GBP_Monthly,Price_Boxcox
BG-LON-20190525-09040,London,Notting Hill,2019-05-25,Townhouse,2669,1,1,1991,9,3.0,1.01,1100233.77,1.41,158,Sale,Sale Commission,1292.77,580.414505754194
BG-REA-20240801-09041,Reading,Coley,2024-08-01,Detached House,3497,1,1,1964,3,6.0,1.07,1237977.13,1.22,121,Sale,Sale Commission,1258.61,607.8674403689967
BG-LON-20210304-09042,London,Hammersmith,2021-03-04,Detached House,575,2,2,2006,3,3.0,0.89,337679.28,1.27,121,Sale,Sale Commission,357.38,365.1705515974404
BG-REA-20191110-09043,Reading,Whitley,2019-11-10,Apartment,2001,1,1,1953,9,7.0,1.01,797498.38,1.48,34,Lease,Student Housing,58488.72,511.6369167096109
BG-GUI-20210818-09044,Guildford,Park Barn,2021-08-18,Detached House,554,4,2,1996,4,2.0,1.06,311793.49,2.22,139,Lease,Student Housing,21801.27,353.90527893171344
BG-GUI-20241021-09045,Guildford,Guildford Town Centre,2024-10-21,Townhouse,3825,1,1,2020,9,6.0,1.05,2340667.97,1.93,113,Lease,Airbnb/Short Let,133845.03,780.0571431624041
BG-GUI-20230404-09046,Guildford,Guildford Town Centre,2023-04-04,Detached House,2674,5,2,2022,1,2.0,1.08,1079515.38,1.97,17,Sale,Sale Commission,1772.2,576.1070452504974
BG-REA-20240414-09047,Reading,Coley,2024-04-14,Apartment,1302,5,3,1968,5,7.0,1.08,852326.78,2.25,98,Lease,Residential Rent,43377.07,525.1489474119834
BG-LON-20200122-09048,London,Croydon,2020-01-22,Detached House,2604,1,1,1992,10,9.0,1.0,1806306.77,1.99,88,Sale,Sale Commission,2995.46,704.8041446166113
BG-GUI-20211117-09049,Guildford,Stoughton,2021-11-17,Apartment,823,5,1,1952,10,2.0,1.1,422430.15,2.87,51,Sale,Sale Commission,1010.31,398.7392504133844
BG-REA-20241029-09050,Reading,Tilehurst,2024-10-29,Apartment,2358,4,2,2018,2,7.0,1.14,1383812.1,1.59,166,Lease,Student Housing,65958.3,634.9714031908651
BG-GUI-20210501-09051,Guildford,Park Barn,2021-05-01,Detached House,3414,1,1,1993,6,5.0,0.91,1654178.8,2.25,42,Lease,Airbnb/Short Let,61251.6,680.9380324827907
BG-REA-20230712-09052,Reading,Kennet Island,2023-07-12,Apartment,2052,5,5,1998,5,8.0,1.06,1411533.25,2.71,117,Sale,Sale Commission,3187.71,639.9235240329394
BG-LON-20180725-09053,London,Islington,2018-07-25,Detached House,3376,1,1,1989,6,3.0,0.99,2009959.24,1.94,6,Sale,Sale Commission,3249.43,734.9068903559402
BG-REA-20190410-09054,Reading,Coley,2019-04-10,Townhouse,3531,3,3,2019,5,1.0,1.0,1913604.78,2.62,81,Lease,Airbnb/Short Let,85847.47,720.9083053307825
BG-REA-20230322-09055,Reading,Whitley,2023-03-22,Apartment,3415,5,5,1965,10,6.0,1.08,1953130.44,2.75,92,Sale,Sale Commission,4475.92,726.7015311901263
BG-GUI-20180824-09056,Guildford,Burpham,2018-08-24,Detached House,1310,1,1,1958,6,1.0,1.02,818867.24,2.43,42,Lease,Airbnb/Short Let,44836.26,516.9685135972699
BG-REA-20230426-09057,Reading,Earley,2023-04-26,Detached House,1818,5,4,2019,8,5.0,1.07,1245621.25,1.55,160,Sale,Sale Commission,1608.93,609.3350872352254
BG-REA-20220331-09058,Reading,Kennet Island,2022-03-31,Detached House,1870,3,1,2018,8,7.0,1.07,915209.68,2.18,159,Sale,Sale Commission,1662.63,540.0084670378283
BG-LON-20200307-09059,London,Camden,2020-03-07,Apartment,3006,1,1,1950,3,8.0,0.91,1792571.29,1.57,87,Sale,Sale Commission,2345.28,702.7008818507666
BG-REA-20231017-09060,Reading,Whitley,2023-10-17,Detached House,3851,2,2,1973,7,7.0,1.08,2426919.62,2.9,120,Lease,Residential Rent,125206.43,791.1834852920325
BG-REA-20180314-09061,Reading,Caversham,2018-03-14,Townhouse,3662,2,1,1969,2,10.0,1.01,2117425.41,1.44,162,Sale,Sale Commission,2540.91,750.0451290123168
BG-REA-20241004-09062,Reading,Tilehurst,2024-10-04,Townhouse,908,5,3,1982,7,10.0,1.11,669381.39,1.07,88,Sale,Sale Commission,596.87,477.68080829053923
BG-REA-20250329-09063,Reading,Southcote,2025-03-29,Detached House,1704,2,1,1958,5,8.0,1.1,1067607.27,2.09,138,Lease,Student Housing,41467.35,573.6084351955207
BG-LON-20201027-09064,London,Brixton,2020-10-27,Detached House,1493,1,1,1987,6,5.0,0.92,466686.29,1.52,33,Sale,Sale Commission,591.14,414.6440933866311
BG-REA-20210406-09065,Reading,Caversham,2021-04-06,Apartment,1115,2,1,1960,8,8.0,0.95,436903.13,2.58,173,Lease,Airbnb/Short Let,19894.6,404.0478783449952
BG-REA-20180417-09066,Reading,Coley,2018-04-17,Detached House,2025,3,1,2000,9,8.0,0.99,1162645.77,1.24,114,Sale,Sale Commission,1201.4,593.0988298469013
BG-GUI-20181121-09067,Guildford,Onslow Village,2018-11-21,Apartment,2147,2,1,2006,9,9.0,1.0,1539985.76,2.71,12,Lease,Residential Rent,71477.3,662.1285206217499
BG-LON-20200704-09068,London,Shoreditch,2020-07-04,Detached House,2241,3,2,2017,5,7.0,0.93,866151.24,2.53,72,Sale,Sale Commission,1826.14,528.4716428672536
BG-LON-20180115-09069,London,Camden,2018-01-15,Apartment,2375,4,3,1995,9,4.0,0.98,1211236.7,1.56,101,Lease,Airbnb/Short Let,40725.69,602.6894296405221
BG-GUI-20190620-09070,Guildford,Guildford Town Centre,2019-06-20,Townhouse,2071,4,4,2005,6,4.0,1.0,1593712.8,2.27,148,Sale,Sale Commission,3014.77,671.0805800309419
BG-GUI-20220808-09071,Guildford,Onslow Village,2022-08-08,Apartment,1936,4,2,2022,7,8.0,1.14,924463.08,2.41,10,Sale,Sale Commission,1856.63,542.1419550189205
BG-REA-20180716-09072,Reading,Coley,2018-07-16,Detached House,853,1,1,2010,6,3.0,1.01,521777.4,1.17,63,Sale,Sale Commission,508.73,433.20614190565726
BG-GUI-20221014-09073,Guildford,Park Barn,2022-10-14,Townhouse,2096,3,1,2003,2,4.0,1.14,1339109.77,2.25,105,Lease,Airbnb/Short Let,54101.43,626.8566511890375
BG-LON-20240306-09074,London,Hackney,2024-03-06,Apartment,3914,2,2,1977,8,5.0,1.05,2105545.78,2.91,152,Sale,Sale Commission,5105.95,748.3950884969986
BG-GUI-20230723-09075,Guildford,Jacobs Well,2023-07-23,Townhouse,1687,5,1,2018,3,3.0,1.14,873875.07,1.6,169,Sale,Sale Commission,1165.17,530.3139890574498
BG-REA-20211019-09076,Reading,Whitley,2021-10-19,Townhouse,1222,2,2,1983,4,7.0,1.08,818591.87,1.59,32,Lease,Airbnb/Short Let,23648.19,516.9003510288636
BG-LON-20191210-09077,London,Ealing,2019-12-10,Detached House,1318,2,1,1976,8,4.0,0.99,909154.95,1.32,89,Sale,Sale Commission,1000.07,538.6053435823279
BG-LON-20231008-09078,London,Chelsea,2023-10-08,Townhouse,1076,5,2,2000,2,1.0,1.12,866952.17,2.75,99,Sale,Sale Commission,1986.77,528.6631511833309
BG-GUI-20190110-09079,Guildford,Burpham,2019-01-10,Townhouse,1957,3,3,1985,6,5.0,0.99,1023058.77,2.76,136,Sale,Sale Commission,2353.04,564.1072760665855
BG-LON-20220429-09080,London,Croydon,2022-04-29,Townhouse,3921,5,3,1987,7,,1.07,2182218.1,2.67,76,Sale,Sale Commission,4855.44,758.9467150349548
BG-REA-20191201-09081,Reading,Whitley,2019-12-01,Detached House,3272,2,2,1952,2,,1.0,1380258.32,1.01,132,Sale,Sale Commission,1161.72,634.3321928257388
BG-GUI-20230318-09082,Guildford,Guildford Town Centre,2023-03-18,Detached House,3742,3,3,1963,8,3.0,1.12,2913412.47,1.38,118,Lease,Student Housing,133848.84,849.8217122236666
BG-REA-20220802-09083,Reading,Coley,2022-08-02,Detached House,1699,5,3,2017,7,9.0,1.15,1288342.86,2.7,171,Sale,Sale Commission,2898.77,617.4380440051416
BG-GUI-20201219-09084,Guildford,Guildford Town Centre,2020-12-19,Detached House,3259,1,1,1954,8,,0.94,1988054.41,1.65,31,Sale,Sale Commission,2733.57,731.7610795165842
BG-REA-20191229-09085,Reading,Tilehurst,2019-12-29,Apartment,829,3,3,1985,9,9.0,1.01,533473.48,1.5,160,Lease,Residential Rent,20253.24,436.9910432082618
BG-LON-20241110-09086,London,Richmond,2024-11-10,Apartment,2970,3,3,1992,2,6.0,1.08,1509547.67,1.79,164,Lease,Student Housing,113872.17,656.9721412117057
BG-REA-20220409-09087,Reading,Southcote,2022-04-09,Apartment,2476,5,5,2014,6,7.0,1.07,2467172.11,2.18,43,Sale,Sale Commission,4482.03,796.2935069984129
BG-LON-20220320-09088,London,Camden,2022-03-20,Townhouse,1324,5,3,1984,7,6.0,1.05,727781.62,2.89,112,Sale,Sale Commission,1752.74,493.6103718993724
BG-GUI-20230806-09089,Guildford,Park Barn,2023-08-06,Townhouse,1339,1,1,2011,6,2.0,1.14,680230.13,2.03,138,Sale,Sale Commission,1150.72,480.7022949699563
BG-GUI-20240720-09090,Guildford,Onslow Village,2024-07-20,Townhouse,3032,4,1,1969,1,9.0,1.15,2168521.07,2.33,55,Sale,Sale Commission,4210.55,757.0785155508798
BG-REA-20240412-09091,Reading,Caversham,2024-04-12,Apartment,1197,4,4,1952,1,5.0,1.06,796314.78,2.71,29,Sale,Sale Commission,1798.34,511.33907178802787
BG-LON-20181113-09092,London,Islington,2018-11-13,Townhouse,1308,5,1,1983,5,9.0,1.0,1048779.56,2.26,69,Sale,Sale Commission,1975.2,569.6230013798692
BG-LON-20200220-09093,London,Clapham,2020-02-20,Townhouse,2720,5,1,1975,9,3.0,0.98,1256624.33,2.77,165,Lease,Student Housing,84216.83,611.4380315748149
BG-GUI-20200120-09094,Guildford,Jacobs Well,2020-01-20,Townhouse,1364,4,1,1952,5,2.0,0.99,891011.31,1.22,138,Sale,Sale Commission,905.86,534.3662916819393
BG-LON-20181231-09095,London,Richmond,2018-12-31,Townhouse,2331,1,1,2003,6,4.0,1.02,1276239.91,1.98,150,Sale,Sale Commission,2105.8,615.1593438634202
BG-LON-20220113-09096,London,Ealing,2022-01-13,Townhouse,553,3,3,1981,6,4.0,1.06,319653.62,1.08,126,Sale,Sale Commission,287.69,357.38435036416627
BG-LON-20230329-09097,London,Kensington,2023-03-29,Apartment,526,4,1,2017,1,10.0,1.09,592396.35,2.48,46,Lease,Student Housing,12276.74,455.3279689055457
BG-REA-20220519-09098,Reading,Whitley,2022-05-19,Detached House,1397,5,2,1971,10,7.0,1.06,718859.21,2.1,115,Lease,Residential Rent,21163.14,491.228423908896
BG-GUI-20201004-09099,Guildford,Onslow Village,2020-10-04,Apartment,3758,2,1,1952,1,8.0,0.9,1832441.03,2.66,139,Sale,Sale Commission,4061.91,708.7792103089298
BG-LON-20240413-09100,London,Croydon,2024-04-13,Apartment,1997,5,5,2020,4,9.0,1.12,1297336.61,1.82,41,Lease,Student Housing,39760.58,619.12291268299
BG-LON-20230430-09101,London,Notting Hill,2023-04-30,Townhouse,1181,3,2,1987,10,8.0,1.12,627487.39,1.92,28,Lease,Airbnb/Short Let,19879.03,465.72382295125345
BG-GUI-20181008-09102,Guildford,Guildford Town Centre,2018-10-08,Apartment,2465,5,3,2008,5,3.0,1.02,1069993.68,1.64,167,Sale,Sale Commission,1462.32,574.1105185595085
BG-GUI-20240802-09103,Guildford,Burpham,2024-08-02,Detached House,705,3,1,1993,4,3.0,1.07,482451.99,2.96,45,Sale,Sale Commission,1190.05,420.086730123848
BG-REA-20230220-09104,Reading,Southcote,2023-02-20,Detached House,1486,1,1,2004,1,5.0,1.13,952327.79,1.74,46,Sale,Sale Commission,1380.88,548.4889224851745
BG-LON-20240302-09105,London,Hammersmith,2024-03-02,Apartment,1681,3,3,1988,10,3.0,1.1,1501418.81,1.28,109,Sale,Sale Commission,1601.51,655.5843577467074
BG-LON-20240427-09106,London,Clapham,2024-04-27,Townhouse,2884,3,1,1972,6,8.0,1.07,2079139.54,1.64,86,Sale,Sale Commission,2841.49,744.7069023109228
BG-LON-20230714-09107,London,Ealing,2023-07-14,Detached House,3213,4,1,1968,1,9.0,1.14,2013193.55,1.77,17,Sale,Sale Commission,2969.46,735.3696036695923
BG-LON-20220508-09108,London,Kensington,2022-05-08,Apartment,1629,3,2,1954,5,9.0,1.06,1485660.37,2.12,161,Lease,Student Housing,53421.37,652.8809193778706
BG-REA-20240715-09109,Reading,Tilehurst,2024-07-15,Apartment,3501,1,1,2014,4,4.0,1.13,1579886.04,2.02,16,Sale,Sale Commission,2659.47,668.7945618159741
BG-GUI-20200620-09110,Guildford,Burpham,2020-06-20,Detached House,2558,4,4,1967,6,7.0,0.91,1066012.7,1.41,95,Lease,Student Housing,63371.83,573.2725676358602
BG-REA-20210331-09111,Reading,Earley,2021-03-31,Apartment,3813,3,3,1972,8,10.0,0.87,2240318.8,1.34,78,Sale,Sale Commission,2501.69,766.7928253298222
BG-GUI-20210803-09112,Guildford,Merrow,2021-08-03,Apartment,3809,3,2,1951,6,7.0,1.1,1760270.77,2.39,57,Lease,Airbnb/Short Let,79397.4,697.7157794191929
BG-REA-20230414-09113,Reading,Southcote,2023-04-14,Townhouse,3545,2,2,1984,10,8.0,1.09,1930490.09,1.65,177,Sale,Sale Commission,2654.42,723.3920087816533
BG-GUI-20201026-09114,Guildford,Burpham,2020-10-26,Detached House,3638,3,2,1977,1,7.0,0.92,1950329.05,2.9,40,Sale,Sale Commission,4713.3,726.2933022735571
BG-REA-20190509-09115,Reading,Kennet Island,2019-05-09,Townhouse,2981,4,2,1969,5,4.0,0.99,1264061.33,2.78,40,Sale,Sale Commission,2928.41,612.8530618686153
BG-REA-20230411-09116,Reading,Coley,2023-04-11,Apartment,3376,5,3,1960,9,3.0,1.09,2266523.11,1.25,21,Sale,Sale Commission,2360.96,770.2909419100304
BG-LON-20210110-09117,London,Islington,2021-01-10,Apartment,3049,5,4,1967,4,2.0,0.9,2375956.64,2.27,33,Lease,Airbnb/Short Let,114556.28,784.6390640774712
BG-LON-20190527-09118,London,Chelsea,2019-05-27,Apartment,3958,2,2,1957,9,10.0,1.0,3430854.12,1.26,58,Lease,Student Housing,99211.66,905.954959819726
BG-REA-20230314-09119,Reading,Southcote,2023-03-14,Apartment,2076,1,1,1957,9,8.0,1.14,1379788.45,1.92,30,Sale,Sale Commission,2207.66,634.2476032734365
BG-GUI-20210123-09120,Guildford,Park Barn,2021-01-23,Townhouse,2271,3,2,2021,3,5.0,0.92,911987.18,1.55,69,Sale,Sale Commission,1177.98,539.2623918684035
BG-GUI-20190824-09121,Guildford,Stoughton,2019-08-24,Detached House,3776,2,1,1950,3,6.0,0.99,1744343.15,1.5,67,Lease,Student Housing,124495.14,695.2370381733086
BG-LON-20200201-09122,London,Clapham,2020-02-01,Detached House,1848,4,1,1955,6,10.0,1.01,1133257.13,1.01,105,Sale,Sale Commission,953.82,587.1791420413784
BG-REA-20211117-09123,Reading,Southcote,2021-11-17,Apartment,881,5,4,2009,4,10.0,1.05,420221.72,2.42,178,Sale,Sale Commission,847.45,397.9195020432518
BG-LON-20201024-09124,London,Chelsea,2020-10-24,Detached House,2838,3,2,1995,7,10.0,0.91,2350025.78,1.0,155,Sale,Sale Commission,1958.35,781.2762535935123
BG-LON-20240922-09125,London,Hackney,2024-09-22,Apartment,3413,2,2,2003,6,9.0,1.12,2285812.15,1.16,61,Lease,Residential Rent,99628.26,772.8501803220028
BG-GUI-20250608-09126,Guildford,Park Barn,2025-06-08,Townhouse,2549,1,1,2006,10,7.0,1.15,1444022.52,2.12,141,Sale,Sale Commission,2551.11,645.6525066844711
BG-REA-20240203-09127,Reading,Earley,2024-02-03,Apartment,2094,3,3,1994,1,1.0,1.12,1146598.21,1.02,91,Lease,Airbnb/Short Let,67167.6,589.8778690536737
BG-REA-20210412-09128,Reading,Whitley,2021-04-12,Detached House,3412,5,1,2008,8,9.0,0.87,2074352.02,2.57,55,Sale,Sale Commission,4442.57,744.0351704301514
BG-REA-20220623-09129,Reading,Whitley,2022-06-23,Apartment,2714,5,5,1963,9,1.0,1.1,2348556.28,1.53,142,Lease,Student Housing,91825.86,781.0850072771775
BG-LON-20241224-09130,London,Islington,2024-12-24,Detached House,2276,2,1,2018,2,6.0,1.07,1510622.58,2.26,71,Sale,Sale Commission,2845.01,657.155311591437
BG-LON-20221024-09131,London,Kensington,2022-10-24,Townhouse,2191,5,2,2010,4,1.0,1.1,1416861.18,1.06,29,Sale,Sale Commission,1251.56,640.8684952356074
BG-LON-20180322-09132,London,Notting Hill,2018-03-22,Townhouse,3498,1,1,1954,5,1.0,1.01,1169586.48,2.73,10,Sale,Sale Commission,2660.81,594.4835237824655
BG-LON-20231205-09133,London,Ealing,2023-12-05,Apartment,3629,1,1,1991,10,8.0,1.12,2707398.99,1.89,55,Lease,Residential Rent,95720.71,825.7811019359425
BG-LON-20220312-09134,London,Chelsea,2022-03-12,Detached House,2932,2,2,2004,5,2.0,1.14,2500644.92,1.47,27,Lease,Student Housing,55225.1,800.5042648463432
BG-LON-20240616-09135,London,Clapham,2024-06-16,Townhouse,1117,4,1,1972,10,1.0,1.08,817547.97,2.07,15,Sale,Sale Commission,1410.27,516.641826512059
BG-REA-20231218-09136,Reading,Southcote,2023-12-18,Townhouse,3606,3,2,1974,6,3.0,1.14,1552966.36,2.76,141,Lease,Residential Rent,130312.49,664.3085974550946
BG-REA-20190201-09137,Reading,Tilehurst,2019-02-01,Detached House,2800,3,3,1964,2,5.0,0.98,1754981.98,2.18,86,Sale,Sale Commission,3188.22,696.8942322975773
BG-REA-20180914-09138,Reading,Coley,2018-09-14,Apartment,519,3,3,1978,9,9.0,1.02,292470.6,2.82,9,Sale,Sale Commission,687.31,345.1186452411139
BG-LON-20211101-09139,London,Croydon,2021-11-01,Townhouse,1425,3,2,2007,6,3.0,1.1,1132426.4,1.48,53,Sale,Sale Commission,1396.66,587.0104568146874
BG-GUI-20201115-09140,Guildford,Stoughton,2020-11-15,Townhouse,2963,4,2,2002,8,7.0,0.87,1576079.58,1.06,51,Lease,Airbnb/Short Let,105901.56,668.1630883893029
BG-LON-20250628-09141,London,Clapham,2025-06-28,Detached House,1681,1,1,2005,10,9.0,1.12,802689.1,2.34,175,Sale,Sale Commission,1565.24,512.9399524650722
BG-LON-20200925-09142,London,Clapham,2020-09-25,Apartment,2900,5,5,1984,3,5.0,0.94,1503769.98,2.81,178,Lease,Residential Rent,77040.49,655.9862266196366
BG-REA-20211031-09143,Reading,Whitley,2021-10-31,Apartment,2348,5,5,1993,3,1.0,1.07,1339462.72,1.29,163,Lease,Residential Rent,40737.08,626.9213637709598
BG-GUI-20220710-09144,Guildford,Jacobs Well,2022-07-10,Detached House,1696,4,2,1990,7,6.0,1.13,1170852.48,1.79,67,Lease,Airbnb/Short Let,53833.12,594.7355539835895
BG-REA-20190826-09145,Reading,Caversham,2019-08-26,Townhouse,1703,1,1,1961,4,5.0,1.0,911504.1,2.74,158,Sale,Sale Commission,2081.27,539.1504103861657
BG-REA-20190524-09146,Reading,Tilehurst,2019-05-24,Apartment,2610,3,2,2000,7,9.0,1.0,1885794.36,1.47,88,Lease,Residential Rent,64020.06,716.7882938071625
BG-LON-20250201-09147,London,Notting Hill,2025-02-01,Townhouse,910,4,4,1978,5,10.0,1.14,554569.14,2.37,17,Lease,Student Housing,18108.85,443.6917370053158
BG-REA-20240515-09148,Reading,Caversham,2024-05-15,Townhouse,1832,2,1,1955,10,5.0,1.13,1066333.34,1.39,125,Sale,Sale Commission,1235.17,573.3401292982654
BG-LON-20240401-09149,London,Ealing,2024-04-01,Townhouse,840,5,3,1974,3,2.0,1.08,417665.31,1.81,48,Sale,Sale Commission,629.98,396.96729893213256
BG-GUI-20190517-09150,Guildford,Stoughton,2019-05-17,Detached House,2003,2,2,1971,8,6.0,0.99,955653.33,2.06,142,Sale,Sale Commission,1640.54,549.238804182157
BG-LON-20200728-09151,London,Croydon,2020-07-28,Detached House,3236,3,3,1991,8,5.0,0.88,1659226.18,1.26,34,Sale,Sale Commission,1742.19,681.7508731104407
BG-LON-20200310-09152,London,Shoreditch,2020-03-10,Detached House,3653,3,3,2007,6,7.0,0.91,1902813.98,1.26,9,Sale,Sale Commission,1997.95,719.3140516579019
BG-LON-20210420-09153,London,Wimbledon,2021-04-20,Townhouse,2126,1,1,1963,9,1.0,0.9,1251068.49,1.37,169,Sale,Sale Commission,1428.3,610.3775912653487
BG-REA-20230319-09154,Reading,Tilehurst,2023-03-19,Detached House,1316,3,1,2014,5,5.0,1.06,893766.69,1.84,121,Lease,Airbnb/Short Let,28523.92,535.0134234060895
BG-GUI-20240920-09155,Guildford,Onslow Village,2024-09-20,Townhouse,3026,3,1,1977,6,7.0,1.06,1426318.4,1.8,95,Sale,Sale Commission,2139.48,642.5405215293263
BG-GUI-20230611-09156,Guildford,Onslow Village,2023-06-11,Detached House,994,2,2,1979,8,8.0,1.06,546997.74,1.62,90,Sale,Sale Commission,738.45,441.304984201888
BG-GUI-20230308-09157,Guildford,Park Barn,2023-03-08,Apartment,1168,1,1,1993,1,9.0,1.09,730793.85,2.48,88,Sale,Sale Commission,1510.31,494.41050018360147
BG-GUI-20230426-09158,Guildford,Park Barn,2023-04-26,Detached House,1940,3,1,1955,7,,1.12,1373650.65,2.52,6,Sale,Sale Commission,2884.67,633.1410126936067
BG-LON-20220703-09159,London,Shoreditch,2022-07-03,Apartment,3795,3,3,1987,9,2.0,1.1,2376583.84,1.47,165,Sale,Sale Commission,2911.32,784.7201237935195
BG-GUI-20220103-09160,Guildford,Onslow Village,2022-01-03,Detached House,2142,4,1,1984,7,2.0,1.06,841758.39,1.63,122,Sale,Sale Commission,1143.39,522.5866117918994
BG-REA-20190630-09161,Reading,Kennet Island,2019-06-30,Detached House,3146,5,5,1962,1,1.0,1.01,2054954.17,1.4,134,Sale,Sale Commission,2397.45,741.3037581171534
BG-GUI-20200927-09162,Guildford,Guildford Town Centre,2020-09-27,Apartment,2211,2,1,1990,5,4.0,0.94,1349912.82,2.89,141,Sale,Sale Commission,3251.04,628.8326729348097
BG-LON-20221223-09163,London,Wimbledon,2022-12-23,Townhouse,614,3,2,1987,2,4.0,1.15,256619.63,1.54,159,Sale,Sale Commission,329.33,327.8267236895419
BG-GUI-20220325-09164,Guildford,Stoughton,2022-03-25,Townhouse,1537,3,1,1984,10,4.0,1.11,689140.26,1.74,151,Sale,Sale Commission,999.25,483.1619495031056
BG-GUI-20240717-09165,Guildford,Park Barn,2024-07-17,Townhouse,1669,4,1,1962,3,1.0,1.1,1224525.3,1.51,174,Lease,Residential Rent,45228.39,605.2712510660081
BG-GUI-20190416-09166,Guildford,Jacobs Well,2019-04-16,Apartment,1686,2,2,1967,8,2.0,0.99,789469.16,2.77,76,Lease,Residential Rent,33885.62,509.61109841225584
BG-LON-20240819-09167,London,Greenwich,2024-08-19,Apartment,3391,5,5,1969,2,5.0,1.07,2455687.61,2.14,131,Lease,Airbnb/Short Let,82630.89,794.8407757571108
BG-LON-20180611-09168,London,Richmond,2018-06-11,Apartment,2661,5,1,2002,7,3.0,0.99,1694638.42,2.62,60,Sale,Sale Commission,3699.96,687.4117774942628
BG-REA-20200327-09169,Reading,Caversham,2020-03-27,Townhouse,1942,5,1,1968,10,,0.93,928461.58,1.67,87,Sale,Sale Commission,1292.11,543.0598296274812
BG-LON-20230508-09170,London,Hackney,2023-05-08,Detached House,2463,5,1,2000,6,5.0,1.1,1616842.17,2.08,128,Sale,Sale Commission,2802.53,674.8777393889006
BG-LON-20210902-09171,London,Croydon,2021-09-02,Detached House,2309,5,2,1958,2,10.0,1.12,1509665.19,1.02,153,Sale,Sale Commission,1283.22,656.9921711169105
BG-LON-20200408-09172,London,Croydon,2020-04-08,Apartment,2744,1,1,1975,4,4.0,0.94,1393297.41,1.2,38,Sale,Sale Commission,1393.3,636.6726172103514
BG-REA-20210203-09173,Reading,Whitley,2021-02-03,Townhouse,1715,2,1,1990,1,4.0,0.88,877035.55,1.81,160,Sale,Sale Commission,1322.86,531.0649869674999
BG-LON-20221122-09174,London,Chelsea,2022-11-22,Townhouse,772,3,1,2007,9,4.0,1.13,728519.01,2.49,127,Sale,Sale Commission,1511.68,493.80642868482386
BG-REA-20220820-09175,Reading,Coley,2022-08-20,Townhouse,2805,4,4,1981,10,3.0,1.08,1614128.07,2.54,51,Sale,Sale Commission,3416.57,674.4338872775547
BG-GUI-20250304-09176,Guildford,Onslow Village,2025-03-04,Detached House,3384,5,1,1958,1,5.0,1.12,2257616.15,2.03,137,Sale,Sale Commission,3819.13,769.1046972075798
BG-GUI-20220927-09177,Guildford,Guildford Town Centre,2022-09-27,Apartment,2340,4,1,1956,6,4.0,1.06,1084224.61,1.77,57,Sale,Sale Commission,1599.23,577.0905164587898
BG-GUI-20210907-09178,Guildford,Jacobs Well,2021-09-07,Apartment,1012,3,2,1974,6,2.0,1.05,743177.16,1.67,148,Lease,Residential Rent,29223.82,497.6788747837195
BG-GUI-20221113-09179,Guildford,Burpham,2022-11-13,Townhouse,1067,1,1,1983,2,4.0,1.1,615855.75,1.01,106,Sale,Sale Commission,518.35,462.31811879033614
BG-LON-20191019-09180,London,Ealing,2019-10-19,Apartment,3331,1,1,1991,1,8.0,0.99,1134627.34,1.04,166,Sale,Sale Commission,983.34,587.4572075521361
BG-REA-20250211-09181,Reading,Tilehurst,2025-02-11,Townhouse,2637,2,1,1985,9,4.0,1.13,1551113.93,2.73,16,Lease,Student Housing,96716.03,663.998165560754
BG-GUI-20240107-09182,Guildford,Onslow Village,2024-01-07,Townhouse,1951,4,1,1974,1,10.0,1.15,1620904.22,1.62,16,Sale,Sale Commission,2188.22,675.5411812187036
BG-GUI-20221003-09183,Guildford,Burpham,2022-10-03,Detached House,1635,4,1,1964,6,8.0,1.07,1117836.29,1.31,52,Sale,Sale Commission,1220.3,584.0354521381032
BG-LON-20180615-09184,London,Ealing,2018-06-15,Detached House,2104,5,1,1983,7,7.0,1.01,1703663.22,2.73,124,Lease,Airbnb/Short Let,75175.88,688.8428979993604
BG-GUI-20210607-09185,Guildford,Onslow Village,2021-06-07,Townhouse,3031,1,1,1972,9,9.0,0.91,1547370.95,1.9,46,Sale,Sale Commission,2450.0,663.3702228789622
BG-REA-20220313-09186,Reading,Kennet Island,2022-03-13,Detached House,2630,4,4,1992,7,8.0,1.12,1567852.42,1.79,153,Lease,Residential Rent,49811.89,666.7950571405197
BG-LON-20221202-09187,London,Islington,2022-12-02,Detached House,2267,2,2,2006,1,9.0,1.08,2206216.87,2.14,116,Lease,Student Housing,44638.7,762.2028486386916
BG-LON-20250215-09188,London,Shoreditch,2025-02-15,Townhouse,1286,4,2,1960,6,8.0,1.13,1073790.33,2.15,39,Lease,Student Housing,31817.61,574.9079005554258
BG-LON-20210627-09189,London,Chelsea,2021-06-27,Townhouse,537,2,1,2004,9,2.0,0.89,447379.27,1.74,85,Sale,Sale Commission,648.7,407.823903558837
BG-REA-20240707-09190,Reading,Whitley,2024-07-07,Townhouse,2998,1,1,1989,7,1.0,1.05,1810711.41,1.03,68,Sale,Sale Commission,1554.19,705.4765442190331
BG-LON-20210920-09191,London,Croydon,2021-09-20,Apartment,3894,3,3,2016,5,3.0,1.07,2906131.49,1.63,64,Sale,Sale Commission,3947.5,848.990061321133
